accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
E.361:100-1993,1993.0,O203366,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:99-1993,1993.0,O203365,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:98-1993,1993.0,O203364,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:97-1993,1993.0,O203363,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:96-1993,1993.0,O203362,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:95-1993,1993.0,O203361,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:94-1993,1993.0,O203360,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:93-1993,1993.0,O203359,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:92-1993,1993.0,O203358,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:91-1993,1993.0,O203357,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:90-1993,1993.0,O203356,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:89-1993,1993.0,O203355,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:88-1993,1993.0,O203354,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:87-1993,1993.0,O203353,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:86-1993,1993.0,O203352,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:85-1993,1993.0,O203351,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:84-1993,1993.0,O203350,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:83-1993,1993.0,O203349,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:82-1993,1993.0,O203348,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:81-1993,1993.0,O203347,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:80-1993,1993.0,O203346,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:79-1993,1993.0,O203345,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:78-1993,1993.0,O203344,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:77-1993,1993.0,O203343,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:76-1993,1993.0,O203342,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:75-1993,1993.0,O203341,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:74-1993,1993.0,O203340,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:73-1993,1993.0,O203339,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:72-1993,1993.0,O203338,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:71-1993,1993.0,O203337,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:70-1993,1993.0,O203336,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:69-1993,1993.0,O203335,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:68-1993,1993.0,O203334,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:67-1993,1993.0,O203333,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:66-1993,1993.0,O203332,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:65-1993,1993.0,O203331,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:64-1993,1993.0,O203330,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:63-1993,1993.0,O203329,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:62-1993,1993.0,O203328,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:61-1993,1993.0,O203327,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:60-1993,1993.0,O203326,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:59-1993,1993.0,O203325,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:58-1993,1993.0,O203324,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:57-1993,1993.0,O203323,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:56-1993,1993.0,O203322,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:55-1993,1993.0,O203321,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:54-1993,1993.0,O203320,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:53-1993,1993.0,O203319,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:52-1993,1993.0,O203318,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:51-1993,1993.0,O203317,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:50-1993,1993.0,O203316,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:49-1993,1993.0,O203315,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:48-1993,1993.0,O203314,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:47-1993,1993.0,O203313,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:46-1993,1993.0,O203312,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:45-1993,1993.0,O203311,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:44-1993,1993.0,O203310,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:43-1993,1993.0,O203309,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:42-1993,1993.0,O203308,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:41-1993,1993.0,O203307,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:40-1993,1993.0,O203306,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:39-1993,1993.0,O203305,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:38-1993,1993.0,O203304,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:37-1993,1993.0,O203303,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:36-1993,1993.0,O203302,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:35-1993,1993.0,O203301,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:34-1993,1993.0,O203300,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:33-1993,1993.0,O203299,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:32-1993,1993.0,O203298,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:31-1993,1993.0,O203297,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:30-1993,1993.0,O203296,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:29-1993,1993.0,O203295,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:28-1993,1993.0,O203294,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:27-1993,1993.0,O203293,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:26-1993,1993.0,O203292,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:25-1993,1993.0,O203291,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:24-1993,1993.0,O203290,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:23-1993,1993.0,O203289,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:22-1993,1993.0,O203288,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:21-1993,1993.0,O203287,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:20-1993,1993.0,O203286,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:19-1993,1993.0,O203285,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:18-1993,1993.0,O203284,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:17-1993,1993.0,O203283,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:16-1993,1993.0,O203282,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:15-1993,1993.0,O203281,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:14-1993,1993.0,O203280,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:13-1993,1993.0,O203279,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:12-1993,1993.0,O203278,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:11-1993,1993.0,O203277,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:10-1993,1993.0,O203276,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:9-1993,1993.0,O203275,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:8-1993,1993.0,O203274,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:7-1993,1993.0,O203273,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:6-1993,1993.0,O203272,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:5-1993,1993.0,O203271,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:4-1993,1993.0,O203270,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:3-1993,1993.0,O203269,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:2-1993,1993.0,O203268,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.361:1-1993,1993.0,O203267,Drawing,,France,Unknown,,1920s,,pencil,marbled,,"Prints & Drawings Study Room, level D",False,False
E.2460:8-1992,1992.0,O202503,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:7-1992,1992.0,O202502,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:6-1992,1992.0,O202501,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:5-1992,1992.0,O202500,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:4-1992,1992.0,O202499,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:3-1992,1992.0,O202498,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.2460:2-1992,1992.0,O202497,Calendar,Benetton Autumn/Winter 1991/92,Italy,Toscani,photographer,1991-1992,,,,,"Prints & Drawings Study Room, level C",False,False
E.1367-1992,1992.0,O201235,Photograph,Fancy Dress Ball,Britain,Mark Anthony,photographer,ca. 1850s,2020MN3892,card,photography,,"Prints & Drawings Study Room, level F",False,False
E.1188-1992,1992.0,O201056,Photograph,,England,Unknown,,ca. 1840-1860,2016JC4587,glass,daguerreotype,,"Prints & Drawings Study Room, level C",False,False
E.1187-1992,1992.0,O201055,Photograph,,England,Unknown,,ca. 1840-1860,2016JC4585,glass,daguerreotype,,"Prints & Drawings Study Room, level C",False,False
E.1146-1992,1992.0,O201014,Drawing,,Vienna,Lotte Muck,maker,ca. 1925,2016JP5956,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.1145-1992,1992.0,O201013,Drawing,,Vienna,Lotte Muck,maker,c.1931,2016JP6111,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.1144-1992,1992.0,O201012,Drawing,,Vienna,Lotte Muck,maker,1931,2016JP5957,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.1087-1992,1992.0,O200954,Print,,,Julie Verhoeven,maker,,2009BW9772,,,,"Prints & Drawings Study Room, level C",False,False
E.1078-1992,1992.0,O200945,Poster,,London,Zandra Rhodes,maker,1978,,paper,colour offset lithography,,"Prints & Drawings Study Room, level C",False,False
E.427-1998,1998.0,O195895,Print,North Korea - Diesel For Successful Living,Vicenza (town),Unknown,,1998,,printing ink,offset lithography,,"Prints & Drawings Study Room, level C",False,False
E.3189-1991,1991.0,O197300,Painting,Incroyable : Cravate a oreilles de lievre. Habit  vert saule. Culotte de casimir.,France,"Vernet, Horace Emile-Jean",artist,ca. 1815,,paper,painting,French School,"Prints & Drawings Study Room, room WS",False,False
E.3188-1991,1991.0,O197299,Painting,Merveilleuse : Chapeau de paille d'Italie. Par-dessus a la Chinoise,France,"Vernet, Horace Emile-Jean",artist,ca. 1815,,paper,painting,French School,"Prints & Drawings Study Room, room WS",False,False
E.3038-1991,1991.0,O197158,Poster,"Rich Bitch, Poor Bitch",,Linda McCartney,photographer,1989,,,offset,,"Prints & Drawings Study Room, level C",False,False
E.426-1998,1998.0,O195894,Print,North Korea - Diesel For Successful Living,Vicenza (town),Unknown,,1998,,printing ink,offset lithography,,"Prints & Drawings Study Room, level C",False,False
T.65-1918,1918.0,O195549,Embroidered bag,,Marne,Mission Anglaise de la Société des Amis,designed under the direction of,1918,2018KV0411,,,,On short term loan out for exhibition,False,False
E.1785-1991,1991.0,O195275,Print,,Great Britain,Unknown,,ca. 1890,,paper,lithography,,"Prints & Drawings Study Room, level C",False,False
E.1613-1991,1991.0,O195102,Design,,Great Britain,"Tomlinson, Kathleen",designer,ca. 1928,,paper,half-tone,,"Prints & Drawings Study Room, level D",False,False
E.1612-1991,1991.0,O195101,Design,,Great Britain,Kathleen Tomlinson,designer,ca. 1928,,paper,half-tone,,"Prints & Drawings Study Room, level D",False,False
E.1611-1991,1991.0,O195100,Drawing,,Great Britain,"Tomlinson, Kathleen",maker,ca. 1928,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1610-1991,1991.0,O195099,Drawing,,Great Britain,"Tomlinson, Kathleen",maker,ca. 1928,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1609-1991,1991.0,O195097,Drawing,,Great Britain,"Tomlinson, Kathleen",maker,ca. 1928,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.1529-1991,1991.0,O195018,Photograph,Fashion shoot for <i>Vogue</i>,London,Ronald Traeger,photographer,1968,2010EE8383,,photography,,"Prints & Drawings Study Room, level F",False,False
E.1527-1991,1991.0,O195016,Photograph,"Citizen in Downtown Havana, Cuba",Havana,Walker Evans,photographer,1932-1933,2025PC7321,photographic paper,gelatin silver process,,"Photography Centre, Room 100, The Bern and Ronny Schwartz Gallery",False,False
E.1526-1991,1991.0,O195015,Photograph,Salad Ingredients,USA,Irving Penn,photographer,1948,2006BB4340,photographic paper,dye transfer,,"Prints & Drawings Study Room, level F",False,False
E.1513-1991,1991.0,O195002,Photograph,,New York,Robert Frank,photographer,1989,2014HH1388,photographic paper,gelatin-silver process,,"Photography Centre, Room 101, The Sir Elton John and David Furnish Gallery",False,False
E.1512-1991,1991.0,O195001,Photograph,Coney Island,New York,"Model, Lisette",photographer,1975,2025PD0994,photographic paper,gelatin silver process,,"Photography Centre, Room 101, The Sir Elton John and David Furnish Gallery",False,False
E.1495-1991,1991.0,O194983,Design,,England,"Exley, David",designer,1972,,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.1494-1991,1991.0,O194982,Design,,England,"Exley, David",designer,1972,,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.1493-1991,1991.0,O194981,Design,,England,"Exley, David",designer,1972,,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.1492-1991,1991.0,O194980,Design,,England,"Exley, David",designer,1972,,paper,drawing,psychedelic,"Prints & Drawings Study Room, level D",False,False
E.778-1991,1991.0,O194229,Watercolour,,France,"Delaroche, Paul",maker,1832,2023NP5584,watercolour (paint),watercolour painting (technique),,"Prints & Drawings Study Room, level H",False,False
E.429-2010,2010.0,O1189954,Photograph,"Untitled [boy with sleeveless shirt, shoes in window] from the series On a Good Day",London,"Vandenberg, Al",photographer,1970s,2010EH8147,photographic paper,gelatin silver process,documentary,"Prints & Drawings Study Room, level F",False,False
E.2868-1990,1990.0,O191809,Design,,Great Britain,"Butcher, Vivien",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2867-1990,1990.0,O191808,Design,,Great Britain,"Butcher, Vivien",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2866-1990,1990.0,O191807,Design,,Great Britain,"Butcher, Vivien",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2865-1990,1990.0,O191806,Design,,Great Britain,"Butcher, Vivien",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2864-1990,1990.0,O191805,Design,,Great Britain,"Butcher, Vivien",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2863-1990,1990.0,O191804,Design,,Great Britain,"Herbert, Victor",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2862-1990,1990.0,O191803,Design,,Great Britain,"Cattlin, Jane",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2861-1990,1990.0,O191802,Design,,Great Britain,"Cattlin, Jane",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2860-1990,1990.0,O191801,Design,,Great Britain,"Cattlin, Jane",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2859-1990,1990.0,O191800,Design,,Great Britain,"Cattlin, Jane",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2858-1990,1990.0,O191799,Design,,Great Britain,"Cattlin, Jane",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2857-1990,1990.0,O191798,Design,,Great Britain,"Arbeid, Murray",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2856-1990,1990.0,O191797,Design,,Great Britain,"Buck, Ann",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2855-1990,1990.0,O191796,Design,,Great Britain,"Bates, John",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2854-1990,1990.0,O191795,Design,,Great Britain,"Bates, John",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2853-1990,1990.0,O191794,Design,,Great Britain,"Barnett, Sheridan",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2852-1990,1990.0,O191793,Design,,Great Britain,"Barnett, Sheridan",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2851-1990,1990.0,O191792,Design,,Great Britain,"Barnett, Sheridan",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2850-1990,1990.0,O191791,Design,,Great Britain,Sheilagh Brown,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2849-1990,1990.0,O191790,Design,,Great Britain,Sheilagh Brown,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2848-1990,1990.0,O191789,Design,,Great Britain,Sheilagh Brown,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2847-1990,1990.0,O191788,Design,,Great Britain,"Hewitt, Angela",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2846-1990,1990.0,O191787,Design,,Great Britain,"Gibb, Bill",designer,1979,,paper,photography,,"Prints & Drawings Study Room, level C",False,False
E.2845-1990,1990.0,O191786,Design,,Great Britain,"Gibb, Bill",designer,1979,,paper,photography,,"Prints & Drawings Study Room, level C",False,False
E.2844-1990,1990.0,O191785,Design,,Great Britain,"Gibb, Bill",designer,1979,,paper,photography,,"Prints & Drawings Study Room, level C",False,False
E.2843-1990,1990.0,O191784,Design,,Great Britain,"Dagworthy, Wendy",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2842-1990,1990.0,O191783,Design,,Great Britain,"Dunn, Juliet",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2841-1990,1990.0,O191782,Design,,Great Britain,"Koshino, Michiko",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2840-1990,1990.0,O191781,Design,,Great Britain,"Koshino, Michiko",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2839-1990,1990.0,O191780,Sample,,Great Britain,Maureen Baker,maker,1979,,card,,,"Prints & Drawings Study Room, level D",False,False
E.2838-1990,1990.0,O191779,Design,,Great Britain,"Baker, Maureen",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2837-1990,1990.0,O191778,Design,,Great Britain,"Baker, Maureen",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2836-1990,1990.0,O191777,Sample,,Great Britain,Maureen Baker,maker,1979,,card,,,"Prints & Drawings Study Room, level D",False,False
E.2835-1990,1990.0,O191776,Design,,Great Britain,Julia Scoging,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2834-1990,1990.0,O191775,Design,,Great Britain,Julia Scoging,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2833-1990,1990.0,O191774,Design,,Great Britain,Julia Scoging,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2832-1990,1990.0,O191773,Design,,Great Britain,Julia Scoging,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2831-1990,1990.0,O191772,Design,,Great Britain,Julia Scoging,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2830-1990,1990.0,O191771,Design,,Great Britain,Yuki,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2829-1990,1990.0,O191770,Design,,Great Britain,"Self, V. L.",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2828-1990,1990.0,O191769,Design,,Great Britain,"Self, V. L.",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2827-1990,1990.0,O191768,Design,,Great Britain,"Self, V. L.",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2826-1990,1990.0,O191767,Design,,Great Britain,"Self, V. L.",designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2825-1990,1990.0,O191766,Design,,Great Britain,Roland Klein,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2824-1990,1990.0,O191765,Design,,Great Britain,Roland Klein,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2823-1990,1990.0,O191764,Design,,Great Britain,Roland Klein,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2822-1990,1990.0,O191763,Design,,Great Britain,Caroline Charles,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level C",False,False
E.2821-1990,1990.0,O191762,Design,,Great Britain,Caroline Charles,designer,1979,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2689-1990,1990.0,O191631,Shopping bag,,Italy,Laurie Rosenwald,designer,1980,2013GK2353,polythene,line block,,"Prints & Drawings Study Room, level C",False,False
E.2025-1990,1990.0,O190971,Print,"Premier Dessins, France",Great Britain,Unknown,,ca.1947,,paper,drawing,,"Prints & Drawings Study Room, level D",False,False
E.2024-1990,1990.0,O190970,Print,"Selection de Robes et Blouses, No. 54, 1947",London,Unknown,artist,1947,,paper,lithography,,"Prints & Drawings Study Room, level D",False,False
E.2006-1990,1990.0,O190952,Print,Paper bag E. Mayes and Sons Ltd,Britain,Unknown,maker,c. 1950s,,,,,"Prints & Drawings Study Room, level C",False,False
