accessionNumber,accessionYear,systemNumber,objectType,_primaryTitle,_primaryPlace,_primaryMaker__name,_primaryMaker__association,_primaryDate,_primaryImageId,_sampleMaterial,_sampleTechnique,_sampleStyle,_currentLocation__displayName,_objectContentWarning,_imageContentWarning
E.2280-1957,1957.0,O153613,Fashion design,Candie,Paris,"Paquin, Jeanne",designer,late 1912,2009CD8208,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.2153-1957,1957.0,O153612,Fashion design,Hiver 1911,Paris,Jeanne Paquin,designer,late 1911,2013GU3631,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1972-1957,1957.0,O153610,Fashion design,Bruxelles,Paris,"Paquin, Jeanne",designer,mid 1910,2009CD5558,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1965-1957,1957.0,O153609,Fashion design,Bruxelles,Paris,Jeanne Paquin,designer,1910,2009CD5562,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1963-1957,1957.0,O153608,Fashion design,Bruxelles,Paris,Jeanne Paquin,designer,1910,2009CD5563,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1849-1957,1957.0,O153606,Fashion design,Natal,France,Jeanne Paquin,designer,late 1909,2009CD5555,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1873-1957,1957.0,O153605,Fashion design,Hiver 1909,Paris,Jeanne Paquin,designer,late 1909,2009CD8210,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1619-1957,1957.0,O153604,Fashion design,Reginella,Paris,Jeanne Paquin,designer,early 1908,2013GU0232,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1432-1957,1957.0,O153602,Fashion design,Gazouillis,Paris,Jeanne Paquin,designer,early 1907,2013GU0007,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1371-1957,1957.0,O153601,Fashion design,Gemin,Paris,"Paquin, Jeanne",designer,late 1906,2013GT9950,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.1391-1957,1957.0,O153599,Fashion design,Carloman,Paris,"Paquin, Jeanne",designer,late 1906,2009CD8212,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.885-1957,1957.0,O153597,Fashion design,Été 1904,Paris,Jeanne Paquin,designer,1904,2013GT9357,pen and ink and watercolour,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
E.740-1957,1957.0,O153590,Fashion design,Fabiola,Paris,"Paquin, Jeanne",designer,late 1903,2009CD8205,pen and ink and watercolour,watercolour,,"Prints & Drawings Study Room, level E",False,False
E.349-1957,1957.0,O153583,Fashion design,Été 1900,Paris,"Paquin, Jeanne",designer,mid 1900,2009CD8209,pencil,watercolour drawing,,"Prints & Drawings Study Room, level E",False,False
T.582-1995,1995.0,O153580,Shirt,,Great Britain,Utility,made for,1942-1950,2025PG1186,cotton (textile),,,in storage,False,False
T.227-1960,1960.0,O153511,Dress shirt,,Great Britain,Selfridges & Co.,retailer,1920s,2020MP9241,cotton,starching,,in store,False,False
CAI.672,,O151823,Print,Beggars receiving alms at the door of a house,Amsterdam,Rembrandt van Rijn,artist,1648,2014GY6917,paper (fiber product),etching (printing process),Dutch School,"Europe 1600-1815, Room 6, The Lisa and Bernard Selz Gallery",False,False
MISC.23&A-1988,1988.0,O148359,Ensemble,The Dispo Kid,London,"Meyersohn, Diane",designer,1967,2008BT4455,vilene,machine sewing,,"Design Gallery, Designing for Change section 2, Case 2",False,False
IM.27-1936,1936.0,O148308,Turban cloth,,Gujarat,Unknown,,late 17th century-early 18th century,2006AN8180,cotton (textile),embroidering,Mughal,,False,False
E.2690-1990,1990.0,O147941,Shopping bag,,Britain,"Copplestone, Oliver",designer,1990,2008BT4456,paper,line block printing,,"Prints & Drawings Study Room, level C",False,False
T.22-1985,1985.0,O147178,Delphos dress,Delphos,Venice,Henriette Nigrin,designer,1920-1923,2022NG9045,silk (textile),pleating,,On short term loan out for exhibition,False,False
E.1634-1984,1984.0,O146505,Carrier bag,,Great Britain,Warehouse,made for,ca.1983,2008BT4460,plastic,line block printing,,"Prints & Drawings Study Room, level C",False,False
E.1164-1946,1946.0,O146470,Fashion plate,Illustrations of British Juvenile Costumes for Winter 1881-82,London,The Tailor and Cutter,publishers,1881,2009BX0632,paper (fiber product),,,"Prints & Drawings Study Room, level C",False,False
E.2695-1888,1888.0,O146468,Print,Walking Costume,London,Ackermann,,August 1809,2015HM3613,paper (fiber product),engraving,,"Prints & Drawings Study Room, level C",False,False
E.954-1977,1977.0,O146467,Design,Five designs for girls' costume by Melanie Vermont,,"Vermont, Melanie",fashion designers,1913,2009CD5533,,,,"Prints & Drawings Study Room, level D",False,False
T.134-1960,1960.0,O145741,Combination underwear,,Scotland,Elliot of Hawick,manufacturer,ca. 1906,2016JF5254,wool yarn,machine knitting,,"On display in the Scottish Design Galleries, V&A Dundee",False,False
E.257-2008,2008.0,O145128,Fashion drawing,,London,"Rhodes, Zandra",designer,1976,2008BU2993,,,,"Prints & Drawings Study Room, level D",False,False
